;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;SG_UF_ESC;SG_UF_PROVA;TP_LINGUA;TP_SEXO;IN_TREINEIRO;TP_ANO_CONCLUIU;TP_COR_RACA;TP_DEPENDENCIA_ADM_ESC;TP_ENSINO;TP_ESCOLA;TP_ESTADO_CIVIL;TP_FAIXA_ETARIA;TP_LOCALIZACAO_ESC;TP_NACIONALIDADE;TP_SIT_FUNC_ESC;TP_ST_CONCLUSAO
2654795;B;D;C;C;4;H;A;B;D;C;D;B;B;B;A;B;A;B;C;A;B;E;A;A;B;PR;PR;0;M;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1589706;E;E;C;D;4;C;A;C;C;B;B;B;A;B;A;A;A;A;B;A;A;B;A;A;B;;PA;1;F;0;6.0;1.0;;;;1.0;9;;1.0;;1
2662768;A;;C;B;3;G;A;C;D;A;A;B;A;B;A;B;A;A;C;A;B;B;A;B;B;;ES;1;M;0;17.0;1.0;;;;3.0;16;;1.0;;1
2685030;D;D;B;B;2;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B;;RN;1;F;0;;4.0;;1.0;2.0;1.0;2;;1.0;;2
1346964;F;F;E;E;3;Q;B;D;D;B;A;B;B;B;B;B;B;B;D;B;B;E;A;E;B;RJ;RJ;0;M;0;;1.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
318603;C;E;B;B;7;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B;;RJ;0;F;0;;1.0;;1.0;2.0;1.0;3;;1.0;;2
1029335;E;C;B;B;5;F;A;C;D;B;A;B;B;B;A;B;A;A;B;B;A;E;A;A;B;;RJ;1;F;1;;3.0;;;;1.0;2;;1.0;;3
1062398;E;B;C;B;3;C;A;B;C;A;A;B;B;A;A;B;A;A;B;A;A;D;A;B;A;;SC;0;M;0;13.0;1.0;;;;1.0;11;;1.0;;1
1097054;D;D;A;B;3;B;A;C;C;A;B;B;B;A;A;A;A;A;B;B;A;D;A;B;B;;PB;0;M;0;;1.0;;1.0;2.0;1.0;2;;1.0;;2
1158201;B;C;A;A;6;B;A;B;B;A;A;A;A;B;A;A;A;A;B;A;A;A;A;A;A;;PA;1;F;1;;1.0;;;;1.0;2;;1.0;;3
280793;E;F;D;D;4;E;A;C;C;A;A;B;B;B;A;B;A;A;C;A;B;D;A;B;B;;MA;0;M;0;;1.0;;1.0;3.0;1.0;3;;1.0;;2
1721814;B;B;A;;4;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;A;;MG;1;F;1;;2.0;;;;1.0;2;;1.0;;3
2546633;F;E;D;B;2;B;A;B;C;A;A;B;A;B;A;A;A;B;B;A;B;B;A;A;B;;RJ;0;F;0;4.0;1.0;;;;2.0;7;;1.0;;1
975922;G;D;E;B;5;H;A;B;C;B;A;B;A;B;B;A;A;A;B;A;A;E;A;A;B;;MG;0;F;0;2.0;3.0;;;;1.0;5;;1.0;;1
2326171;D;D;B;B;3;C;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;RJ;0;F;1;;1.0;;;;1.0;2;;1.0;;3
1728852;F;E;E;C;3;B;A;C;D;B;A;B;B;B;A;B;A;B;B;A;B;D;A;C;B;;SP;0;F;0;3.0;;;;;1.0;5;;1.0;;1
1976846;E;E;C;;8;G;A;C;E;C;A;C;C;B;A;B;A;B;E;A;B;E;A;C;B;AM;AM;0;M;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1184702;G;G;E;E;3;H;A;C;D;B;A;B;A;B;A;B;A;A;B;A;B;D;A;D;B;;AM;0;F;0;3.0;1.0;;;;1.0;6;;1.0;;1
577827;E;E;;;3;H;A;B;C;B;A;B;B;B;A;B;A;B;B;B;B;D;A;B;B;SP;SP;0;M;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
2660733;E;E;B;B;5;C;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B;;AL;1;M;0;11.0;3.0;;;;1.0;12;;1.0;;1
3522;B;D;C;;1;B;A;B;B;A;A;B;A;A;A;B;A;A;B;A;A;B;A;A;B;;RJ;0;M;0;3.0;3.0;;;;1.0;5;;2.0;;1
635439;B;B;;A;5;B;A;C;D;B;B;B;C;B;A;B;A;B;B;B;A;D;A;A;B;ES;ES;1;F;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1563091;F;G;D;E;2;L;A;C;C;B;A;B;A;B;B;B;B;B;B;A;B;C;A;C;B;;SC;0;F;0;11.0;3.0;;;;2.0;11;;1.0;;1
2024859;C;E;C;B;3;E;A;B;B;A;A;B;B;B;B;B;A;A;B;A;B;C;B;B;B;;SP;0;M;1;;1.0;;;;1.0;1;;1.0;;3
1315331;E;E;C;C;5;E;A;C;D;B;A;B;A;B;A;A;A;A;C;A;A;D;A;B;B;;MG;0;M;1;;3.0;;;;1.0;3;;1.0;;3
1086562;B;E;B;;4;B;A;B;B;A;B;B;A;A;A;A;A;A;A;A;A;B;A;A;B;;RN;1;M;0;;3.0;;;;1.0;7;;1.0;;1
227421;B;B;A;A;4;B;A;B;C;A;A;B;B;B;A;A;B;B;B;A;A;E;A;A;B;;PA;1;F;0;1.0;1.0;;;;1.0;4;;1.0;;1
2407657;B;D;B;B;3;E;A;B;C;B;A;B;B;B;A;B;A;A;B;A;B;D;A;B;B;;SP;1;F;0;3.0;1.0;;;;1.0;6;;1.0;;1
2592942;G;G;D;D;5;H;A;C;D;B;A;B;B;B;A;B;A;A;C;A;A;E;A;B;B;;DF;1;F;1;;3.0;;;;1.0;1;;1.0;;3
1591022;E;E;C;D;3;B;A;B;C;A;B;B;A;A;A;B;A;A;C;A;B;D;A;B;B;PI;PI;1;F;0;;3.0;4.0;1.0;3.0;1.0;3;1.0;2.0;1.0;2
1133838;E;E;B;B;8;D;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B;;MT;0;F;0;3.0;5.0;;;;1.0;6;;1.0;;1
1901920;E;G;C;D;6;G;A;D;D;D;A;C;A;B;A;B;A;A;C;A;A;E;A;B;B;;GO;1;M;0;1.0;1.0;;;;1.0;1;;1.0;;1
938093;E;E;C;D;3;E;A;C;D;B;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B;;MG;0;F;1;;1.0;;;;1.0;1;;1.0;;3
2588769;D;E;B;B;2;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;BA;1;F;0;2.0;3.0;;;;1.0;4;;1.0;;1
1060059;C;E;B;B;3;C;A;B;C;A;A;B;B;B;B;A;A;A;B;B;A;D;A;B;B;;ES;0;F;1;;2.0;;;;1.0;3;;1.0;;3
1885720;F;E;D;D;3;G;A;E;E;A;A;B;B;B;B;B;A;B;C;A;A;D;A;C;B;;PB;0;M;0;11.0;3.0;;;;1.0;11;;1.0;;1
710445;G;G;D;D;5;G;A;C;D;B;A;B;B;B;A;A;A;B;C;A;A;E;A;D;B;;BA;0;M;1;;2.0;;;;1.0;1;;1.0;;3
2262135;B;B;A;A;2;B;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;PI;1;F;0;5.0;3.0;;;;;10;;1.0;;1
750991;E;F;B;B;5;B;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;E;A;A;B;;SC;0;F;0;;1.0;;1.0;2.0;1.0;2;;1.0;;2
2568032;F;E;D;B;3;E;A;B;C;B;A;B;A;B;A;B;A;B;B;A;A;C;A;B;B;;PR;0;F;1;;1.0;;;;1.0;1;;1.0;;3
887982;A;A;A;A;2;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A;MA;MA;1;F;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1096705;;;;;3;B;A;C;C;A;A;B;A;B;B;B;B;A;C;A;B;D;A;A;B;CE;CE;1;F;0;;2.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1546022;;;;;1;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;;RN;0;M;0;17.0;2.0;;;;2.0;13;;1.0;;1
238867;;E;;D;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;CE;1;F;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
1184993;E;F;D;E;2;I;A;C;C;A;B;B;A;B;A;A;A;A;C;A;B;C;A;C;B;;RJ;0;M;0;2.0;3.0;;;;1.0;5;;1.0;;1
1248702;E;D;C;B;3;D;A;C;C;B;A;B;B;B;A;B;A;B;C;B;A;D;A;B;B;;ES;0;F;0;1.0;1.0;;;;1.0;4;;1.0;;1
1514966;E;;B;;1;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;B;A;;RJ;1;M;0;14.0;3.0;;;;1.0;12;;1.0;;1
1906845;F;F;C;C;4;D;A;C;D;A;B;B;A;B;B;A;A;A;B;A;A;E;A;B;B;RO;RO;0;M;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1520025;E;E;C;B;2;D;D;B;C;A;A;B;B;B;A;B;A;B;B;A;A;C;A;B;B;;SP;0;F;0;;3.0;;1.0;3.0;1.0;3;;1.0;;2
280970;D;E;D;B;4;D;A;B;C;A;A;B;B;B;A;A;A;B;C;B;A;C;A;B;B;RJ;RJ;0;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
464343;;D;D;D;2;B;A;B;B;A;A;B;B;A;A;A;A;A;B;A;A;C;B;A;B;RJ;RJ;0;F;0;;2.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1882188;E;F;B;D;4;B;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;B;A;B;B;GO;GO;0;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
827568;;;;;6;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;A;CE;CE;0;F;0;;3.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
231068;E;E;B;B;5;C;A;B;D;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B;PE;PE;0;F;0;;1.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1710382;E;G;B;B;3;F;A;B;D;B;A;B;B;B;A;B;A;B;B;A;B;D;A;B;B;RS;RS;1;M;0;;1.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
1710903;;G;;D;5;G;A;B;E;C;A;B;B;C;A;B;A;A;D;A;B;E;B;B;B;SP;SP;0;F;0;;3.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
830029;E;D;C;B;4;F;A;B;D;A;A;B;B;A;A;B;A;A;C;A;A;D;A;C;B;;GO;0;M;0;;1.0;;;2.0;1.0;5;;1.0;;2
211597;B;D;C;;3;G;A;B;C;A;A;B;B;A;A;B;A;A;D;B;A;D;B;B;B;RN;RN;1;M;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
240402;B;E;C;B;7;B;A;B;D;A;A;B;A;C;A;B;A;A;B;A;A;E;A;A;B;DF;DF;1;F;0;;3.0;2.0;1.0;2.0;;4;1.0;1.0;1.0;2
502045;D;F;A;D;7;F;A;E;E;A;B;B;A;B;A;B;A;A;B;A;A;E;A;B;B;;GO;0;M;1;;1.0;;;;1.0;2;;1.0;;3
1309469;G;F;D;D;3;H;A;C;C;B;A;B;B;B;A;B;A;B;C;B;B;D;A;C;B;;PR;0;M;0;7.0;1.0;;;;1.0;9;;1.0;;1
863494;C;D;D;B;3;A;B;B;C;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;B;;MG;0;F;1;;2.0;;;;1.0;1;;1.0;;3
1403391;C;C;A;B;2;E;A;C;D;B;A;B;A;A;A;B;A;A;B;A;A;D;A;A;A;;PA;1;F;0;2.0;3.0;;;;1.0;5;;1.0;;1
421173;E;F;D;D;2;C;A;B;B;A;A;B;A;A;A;B;A;A;B;A;A;C;A;C;B;;MG;1;F;0;1.0;1.0;;;;1.0;3;;1.0;;1
44411;C;G;;B;3;E;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;C;B;B;B;PR;PR;1;F;0;;1.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1003617;F;E;D;D;5;F;A;C;D;B;B;B;B;B;A;B;B;B;C;A;A;E;B;E;B;;SP;0;M;0;3.0;1.0;;;;1.0;5;;1.0;;1
183718;;B;;;2;C;A;B;B;A;A;B;A;B;A;A;A;A;A;A;A;C;A;A;B;;PA;1;M;0;2.0;2.0;;;;1.0;6;;1.0;;1
1357104;B;B;E;E;6;B;A;C;C;B;B;B;B;B;B;B;A;A;B;A;A;D;B;B;B;AM;AM;0;M;0;;2.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
2357153;E;E;D;B;4;D;A;B;D;B;B;B;B;A;A;B;A;A;B;A;B;B;A;B;B;;MG;1;F;1;;3.0;;;;1.0;2;;1.0;;3
1234406;G;E;E;B;5;G;A;B;D;A;A;B;A;B;A;A;A;A;B;A;B;D;A;A;B;;MG;1;F;0;1.0;2.0;;;;1.0;3;;1.0;;1
514731;C;F;E;B;4;D;B;D;D;B;A;C;C;B;A;B;A;A;E;B;B;E;A;B;B;SP;SP;0;F;0;;1.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1951293;C;B;A;B;4;H;A;B;C;A;A;B;B;A;A;A;A;A;C;B;B;E;A;A;B;;PB;0;F;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
503905;B;C;A;B;2;D;A;C;D;A;A;B;B;B;A;A;A;A;B;A;A;C;A;B;B;BA;BA;0;M;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1791144;C;G;C;D;4;D;A;C;D;B;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B;;PI;0;F;0;;1.0;;;;1.0;1;;1.0;;4
280861;E;D;B;A;4;A;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;A;;PA;0;M;1;;3.0;;;;1.0;2;;1.0;;3
2413255;D;C;C;B;5;C;A;C;D;A;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B;PA;PA;0;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1249942;E;F;A;D;6;E;A;B;D;A;B;B;B;B;A;A;A;A;B;A;A;E;A;B;B;;AC;1;F;0;;3.0;;1.0;2.0;1.0;4;;1.0;;2
1404088;B;D;C;B;3;B;A;B;D;A;B;B;B;B;A;B;A;A;C;A;A;C;A;B;B;;RS;1;F;0;5.0;1.0;;;;1.0;7;;1.0;;1
1188791;G;G;E;E;1;A;A;B;B;A;A;B;B;B;A;B;A;B;B;A;A;B;A;B;B;;DF;0;M;0;13.0;3.0;;;;1.0;11;;1.0;;1
1030057;E;C;C;B;4;D;A;B;C;A;B;B;A;A;A;A;A;B;B;B;A;C;A;A;B;;SE;1;F;0;2.0;3.0;;;;1.0;3;;1.0;;1
1528077;E;E;B;B;5;B;A;C;D;A;B;B;B;A;A;A;A;A;B;A;A;E;A;B;B;;PI;1;F;1;;3.0;;;;1.0;2;;1.0;;3
354890;F;E;D;;3;N;A;D;C;B;A;B;B;B;A;B;B;B;D;A;A;D;A;C;B;;RJ;0;M;1;;1.0;;;;1.0;1;;1.0;;3
470554;E;E;B;B;4;E;A;B;B;B;A;B;B;B;A;B;A;A;C;A;B;D;A;B;B;SP;SP;0;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
507932;E;G;B;C;3;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B;PA;PA;0;F;0;;3.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
1468244;F;F;D;D;3;G;A;D;D;C;A;B;B;B;A;B;A;B;D;A;B;D;A;B;B;RJ;RJ;0;F;0;;1.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
610801;F;F;D;D;3;I;A;C;C;B;A;C;B;B;A;B;A;B;D;B;B;D;A;E;B;SP;SP;0;M;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
864522;B;G;C;B;5;B;A;B;D;A;C;B;A;B;B;A;A;B;B;A;A;E;A;B;B;;PA;1;M;0;1.0;1.0;;;;1.0;4;;1.0;;1
2466042;E;D;C;C;3;C;A;B;C;A;A;B;A;A;A;B;A;B;B;A;A;D;A;B;B;;PA;0;M;0;17.0;3.0;;;;1.0;14;;1.0;;1
157830;B;E;D;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;B;A;;BA;0;F;0;5.0;3.0;;;;1.0;6;;1.0;;1
1724393;E;D;B;B;3;C;A;B;C;A;A;B;B;A;A;B;A;B;C;B;A;D;A;B;B;CE;CE;0;M;0;;3.0;1.0;1.0;2.0;1.0;5;1.0;1.0;1.0;2
403517;F;E;D;B;2;D;A;B;C;A;A;B;A;B;A;A;A;A;C;A;A;C;A;B;B;PB;PB;1;M;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
1244188;C;B;A;A;4;B;A;B;D;B;B;B;A;A;A;A;A;A;B;A;A;D;A;B;B;;BA;1;F;0;17.0;3.0;;;;2.0;14;;1.0;;1
693456;C;C;A;B;3;C;A;B;C;A;B;B;B;B;B;A;A;A;B;A;B;D;A;B;B;RS;RS;1;F;0;;1.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
760400;C;C;A;A;5;B;A;B;C;A;B;B;B;A;A;B;A;A;B;A;A;D;A;A;B;CE;CE;1;F;0;;1.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1814339;B;F;B;D;3;F;A;D;D;B;A;B;B;B;A;B;A;A;C;B;B;D;A;C;B;SP;SP;1;F;0;;1.0;4.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
653820;C;A;C;B;3;F;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;D;A;A;B;;ES;1;M;0;;3.0;;;2.0;2.0;12;;1.0;;2
1125387;D;D;B;B;3;B;D;B;E;C;A;B;B;B;A;B;A;B;C;A;A;E;A;B;B;;RS;0;F;0;;2.0;;1.0;2.0;1.0;4;;1.0;;2
2368855;E;F;D;C;3;F;A;C;D;B;B;B;A;B;A;B;A;B;C;A;B;D;A;B;B;;BA;0;M;1;;2.0;;;;1.0;2;;1.0;;3
1905590;E;E;B;B;4;C;A;B;C;B;A;B;B;B;A;B;A;B;B;A;A;C;A;A;B;SP;SP;1;M;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1445921;F;F;D;B;4;A;A;C;C;B;A;B;B;B;B;A;A;A;B;A;A;E;A;A;B;SP;SP;0;M;0;;1.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
1616657;C;E;A;A;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;CE;1;M;1;;3.0;;;;1.0;1;;1.0;;3
2214980;;;;;4;D;A;B;C;B;B;B;A;B;A;B;A;A;B;A;A;E;A;A;B;AC;AC;0;M;0;;1.0;4.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
926608;;D;A;A;5;C;A;B;C;B;B;B;A;B;A;A;A;A;B;A;B;E;A;B;B;;RR;1;F;0;;4.0;;;;1.0;3;;1.0;;1
1086408;E;C;B;B;4;E;A;B;A;A;A;C;C;B;A;A;A;B;B;A;B;E;A;B;B;;RJ;0;M;0;2.0;3.0;;;;1.0;6;;1.0;;1
832497;D;D;C;B;4;D;A;B;C;B;A;B;B;B;B;B;A;A;B;B;A;C;B;A;B;;PR;1;F;0;;1.0;;;;1.0;13;;1.0;;1
835716;C;D;A;A;3;E;A;B;D;B;B;B;A;B;A;A;A;A;B;A;B;C;A;B;B;;SP;0;F;0;;1.0;;1.0;2.0;1.0;3;;1.0;;2
1763550;B;B;A;A;2;A;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;B;AL;AL;0;M;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
726783;B;E;C;C;3;F;A;C;D;A;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B;;MG;1;M;0;14.0;1.0;;;;1.0;12;;1.0;;1
1888121;E;F;D;D;3;G;A;B;C;B;A;B;B;B;A;B;A;B;B;A;B;D;A;A;B;;RJ;0;F;0;1.0;3.0;;;;1.0;3;;1.0;;1
877930;B;B;A;A;5;A;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B;PE;PE;1;M;0;;2.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1198536;D;D;D;B;3;C;A;B;D;B;B;B;A;B;A;B;A;B;C;A;A;D;A;A;B;;SP;0;F;0;1.0;1.0;;;;1.0;3;;1.0;;1
167191;C;C;C;A;7;B;A;B;B;A;A;B;A;B;A;A;A;A;B;B;A;B;A;B;B;;PA;1;F;0;;3.0;;1.0;2.0;;3;;1.0;;2
1092019;D;E;C;D;3;E;A;B;C;B;A;B;B;B;A;B;A;B;B;B;A;D;B;A;B;;MG;1;F;0;5.0;1.0;;;;1.0;8;;1.0;;1
199551;D;E;C;D;2;I;A;C;C;C;A;B;B;C;A;B;A;B;D;B;A;C;A;B;B;;SP;0;F;1;;2.0;;;;1.0;2;;1.0;;3
1984307;F;G;D;D;5;H;C;E;E;B;B;B;B;B;A;A;A;B;C;A;A;E;A;B;B;;PE;1;F;0;2.0;3.0;;;;1.0;4;;1.0;;1
1195317;F;D;E;;3;K;A;C;D;B;B;B;C;B;A;A;A;B;C;A;B;D;A;B;B;;PR;0;M;1;;1.0;;;;1.0;1;;1.0;;3
533095;F;F;D;E;4;Q;D;E;D;C;A;B;B;B;B;B;B;B;E;A;B;E;B;D;B;RJ;RJ;0;F;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
670407;F;E;D;D;2;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B;;BA;0;F;0;1.0;1.0;;;;;4;;1.0;;1
521201;G;G;E;E;5;N;D;E;D;C;A;B;B;B;A;B;B;B;E;B;B;E;A;E;B;RJ;RJ;0;M;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
1558054;D;G;D;D;3;G;B;C;C;C;A;C;A;B;A;B;A;B;C;A;B;D;A;C;B;MG;MG;0;F;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
78355;C;F;C;B;5;E;A;D;E;B;B;B;B;B;B;B;A;A;B;A;A;E;A;A;B;ES;ES;1;F;0;;3.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1244155;E;D;D;B;3;K;A;B;C;C;B;B;A;B;A;B;B;A;C;A;B;D;A;B;B;;RS;1;M;0;1.0;1.0;;;;1.0;4;;1.0;;1
1967779;G;E;E;D;2;I;B;B;D;B;A;B;B;B;A;B;A;B;D;B;B;C;B;C;B;;RJ;0;F;1;;1.0;;;;;1;;1.0;;3
2616778;A;A;B;B;4;C;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;B;A;A;A;;MA;0;F;0;17.0;3.0;;;;2.0;14;;1.0;;1
2165833;G;G;D;E;2;I;A;D;D;A;A;B;A;B;A;B;A;A;D;A;A;C;A;C;B;;MG;0;M;0;8.0;1.0;;;;1.0;11;;1.0;;1
672068;C;C;B;B;1;A;A;B;B;A;A;B;A;B;A;B;A;A;B;A;A;B;A;B;B;;RS;0;F;0;7.0;1.0;;;;1.0;11;;1.0;;1
578217;B;C;A;A;4;B;A;A;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B;;PE;0;F;1;;2.0;;;;1.0;2;;1.0;;3
332734;C;D;C;;2;C;A;C;C;A;A;B;B;A;A;A;A;A;A;A;B;C;A;B;B;;PE;1;M;0;7.0;3.0;;;;2.0;10;;1.0;;1
262111;;F;B;B;2;C;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;B;A;A;B;CE;CE;0;F;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
973211;F;G;E;E;2;F;A;C;C;A;A;B;B;B;B;B;A;B;B;A;B;C;A;B;B;;SP;1;F;1;;1.0;;;;1.0;1;;1.0;;3
2655664;F;G;E;D;4;K;B;D;D;B;A;B;A;B;B;B;A;B;B;A;B;D;A;C;B;;PE;0;M;1;;3.0;;;;1.0;1;;1.0;;3
485289;E;D;D;B;4;K;A;C;C;B;A;B;B;B;B;B;A;A;C;A;B;E;A;C;B;MG;MG;0;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;2.0;1.0;2
1695020;F;E;D;B;1;C;A;B;C;A;A;B;A;B;A;B;A;B;B;B;A;B;A;B;B;;RS;0;F;0;3.0;1.0;;;;1.0;6;;1.0;;1
1902687;G;F;E;D;4;J;D;E;D;D;A;B;B;B;B;B;B;B;C;A;B;E;A;B;B;;PR;0;F;1;;1.0;;;;1.0;1;;1.0;;3
2666350;C;E;E;E;4;L;B;E;D;D;A;D;B;B;A;B;B;B;D;A;A;E;A;C;B;;ES;0;M;1;;1.0;;;;1.0;1;;1.0;;3
2646490;E;D;C;C;2;D;A;C;B;A;A;B;A;B;A;B;A;A;B;A;B;C;A;B;B;;RJ;1;F;0;6.0;1.0;;;;1.0;11;;1.0;;1
316669;C;E;D;D;5;G;A;B;C;B;A;A;A;A;A;A;A;A;B;A;A;D;A;A;B;BA;BA;1;M;0;;3.0;1.0;1.0;2.0;1.0;5;1.0;1.0;1.0;2
1770658;F;F;E;D;4;G;A;D;D;B;A;B;C;A;A;B;A;B;E;A;A;E;A;E;B;;PB;0;M;0;1.0;3.0;;;;1.0;3;;1.0;;1
2157961;F;;C;B;3;F;A;C;C;B;A;B;B;B;A;B;A;A;B;B;A;E;A;C;B;SP;SP;0;M;0;;2.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
650774;B;A;;;4;E;A;C;D;C;A;B;B;B;A;B;A;B;D;A;A;E;A;A;B;;SP;0;M;1;;1.0;;;;1.0;2;;1.0;;3
1392081;D;B;C;B;5;C;A;C;D;B;B;B;A;B;A;A;A;A;B;A;A;D;A;B;B;;PB;1;F;0;2.0;3.0;;;;1.0;6;;1.0;;1
1127783;B;G;A;;4;B;A;B;D;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B;;BA;0;M;1;;3.0;;;;1.0;1;;1.0;;3
1712167;B;E;C;;4;D;A;B;B;A;A;B;B;A;A;A;A;A;B;A;A;E;A;A;A;;PA;0;F;0;;;;1.0;2.0;1.0;4;;1.0;;2
411810;C;D;A;B;4;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;;CE;1;M;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
1454771;B;D;C;A;3;C;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A;;RN;1;M;0;17.0;2.0;;;;1.0;16;;1.0;;1
850238;G;F;D;D;4;K;A;E;E;C;A;C;B;C;B;B;B;B;E;A;B;E;A;D;B;SP;SP;0;F;0;;1.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
1644232;B;E;C;D;4;F;A;B;D;A;A;B;B;B;B;B;A;A;B;A;A;E;A;B;B;;MT;0;F;0;2.0;1.0;;;;1.0;6;;1.0;;1
2334514;B;B;A;A;3;B;A;B;C;A;C;A;A;B;A;A;A;A;B;A;A;D;A;A;B;;PI;1;M;1;;2.0;;;;2.0;2;;1.0;;3
